id,isi_berita,label
84,"Jakarta - MotoGP Indonesia 2026 akan digelar awal Oktober. Persiapan pun sudah dilakukan sejak dini agar event bisa berjalan sukses di dalam maupun luar lintasan. Untuk MotoGP 2026 , balapan digelar 9-11 Oktober di di Sirkuit Mandalika, Lombok Tengah, NTB. Mengingat Mandalika adalah seri ke-17 dari 22 balapan musim ini, maka persaingan diprediksi makin ketat di sana. Oleh karenanya, Indonesia sebagai tuan rumah tidak boleh main-main dalam mempersiapkan banyak hal, baik di dalam maupun luar lintasan. Untuk itulah InJourney Tourism Development Center (ITDC) sebagai panitia lokal akan melakukan kolaborasi pihak swasta dan BUMN. SCROLL TO CONTINUE WITH CONTENT Panitia akan mengatur sejumlah aspek krusial, mencakup akomodasi, transportasi, konektivitas, hingga logistik. Menurut ITDC, isu akomodasi dan transportasi yang selama ini disorot publik telah diantisipasi melalui skema terintegrasi yang disusun bersama para mitra seperti bank, travel agent, dan berbagai partner strategis lainnya. Salah satunya, ITDC bersama Mandalika Grand Prix Association (MGPA) menyiapkan paket yang menghubungkan tiket balapan dengan komponen perjalanan. ADVERTISEMENT ""Kalau pertanyaan kita kesulitan akomodasi, kesulitan transportasi rasanya akan terjawab dengan yang ditandatangani pada sore hari ini,"" ujar Direktur Utama ITDC Troy Warokka dalam rilis kepada detikSport. Skema tersebut meliputi akomodasi, transportasi udara dan laut, layanan airport hospitality, serta travel package. Kerjasama nantinya mencakup penanganan kargo yang dianggap sebagai elemen penting dalam operasional gelaran. Aktivitas cargo handling akan mulai bergerak sekitar dua minggu sebelum MotoGP Indonesia 2026 untuk memastikan kebutuhan logistik berjalan baik, terutama motor dan perlengkapan tim balap MotoGP. Bagi Troy, MotoGP bukan sekadar olahraga tapi juga bisnis. Itulah mengapa MotoGP sangat penting mendorong pariwisata dan perekonomian dengan meningkatkan kunjungan wisatawan, memperpanjang length of stay, serta mengungkit tourism spending. Menurut Troy, penyelenggaraan MotoGP 2025 menghasilkan dampak ekonomi sebesar Rp 4,9 triliun. Efeknya tidak hanya dirasakan di Mandalika, tetapi juga menjalar ke sejumlah daerah lain di Indonesia. Baca juga: Marc Marquez: Sirkuit Mandalika yang Terburuk Buatku Troy berharap pola kolaborasi yang dibangun untuk MotoGP Mandalika dapat berlanjut dalam jangka panjang. Troy menilai dukungan pemerintah, BUMN, sektor swasta, dan masyarakat menjadi faktor penting agar MotoGP terus digelar di Indonesia serta memberikan dampak ekonomi yang lebih besar. ""Dengan membangun ekosistem yang terintegrasi, kami ingin memastikan dampak MotoGP Indonesia tidak berhenti di sirkuit, tetapi mampu mendorong pergerakan wisatawan, memperpanjang lama tinggal, meningkatkan belanja wisatawan, serta memberikan manfaat yang lebih luas bagi industri pariwisata dan masyarakat di Lombok,"" sambungnya. Bagi masyarakat yang ingin menyaksikan langsung balapan di Mandalika, Presale 2 masih berlangsung hingga 16 September, dengan potongan harga hingga 20% untuk kategori Grandstand dan 10% untuk kategori VIP Hospitality. Berikut harga tiket untuk menonton MotoGP Indonesia 2026: - Regular Grandstand (Zona E, G, H, I): Rp 320.000 - Premium Grandstand Zona A: Rp 1.400.000 - Premium Grandstand Zona B, C, J, K: Rp 720.000 - VIP Hospitality - Deluxe Class: Rp 13.500.000 - VIP Hospitality - Luxury Tent T1: Rp 6.975.000 Baca juga: Pertamina MRS Siapkan Pebalap RI Bersaing di Level Dunia, Ini Buktinya Video MotoGP Mandalika Dongkrak Ekonomi NTB: Hotel-Penerbangan Penuh Video MotoGP Mandalika Dongkrak Ekonomi NTB: Hotel-Penerbangan Penuh (mrp/nds) ... Tautan telah disalin motogp indonesia motogp indonesia 2026 motogp mandalika 2026 motogp mandalika motogp 2026 injourney",sport
85,"Jakarta - Rider Ducati, Marc Marquez , mendominasi MotoGP Aragon 2026. Aprilia pun makin termotivasi bisa mengalahkan Baby Alien dalam perburuan gelar juara dunia. Marc Marquez memenangi sprint race dan main race MotoGP Aragon pada akhir pekan lalu. Oleh sebab itu, pebalap 33 tahun itu bisa menembus posisi kedua klasemen MotoGP. Dengan raihan 237 poin, Marc Marquez kini tinggal berjarak 19 angka dari jagoan Aprilia, Jorge Martin. Raihan angka Marc Marquez melewati Marco Bezzecchi dan kini unggul lima poin. SCROLL TO CONTINUE WITH CONTENT Baca juga: Marc Marquez Beri Pukulan untuk Rider-rider Aprilia! Bos Aprilia, Massimo Rivola, mengakui bahwa Marc Marquez masih menjadi rider terkuat di MotoGP. Oleh karena itu, Aprilia makin bersemangat mengalahkan Marc Marquez pada sisa musim ini. ADVERTISEMENT ""Memang benar kami telah melakukan langkah-langkah yang tepat, terutama untuk masa depan, tetapi itu saja tidak cukup: kami ada di sini dan kami harus berjuang hingga balapan terakhir melawan pesaing seperti Marquez, yang merupakan salah satu pebalap terkuat dalam sejarah. Mendapat kehormatan untuk bisa mencoba mengalahkannya adalah hal yang luar biasa dan menjadi motivasi yang sangat besar. Kami tidak akan menyerah sampai akhir,"" kata Rivola di GP One. Baca juga: Marc Marquez: Sirkuit Mandalika yang Terburuk Buatku ""Ada banyak hal yang bisa dipelajari dari Marc . Ketika dia tampak kesulitan, dia bisa menang tanpa mengambil risiko, karena dia tahu bahwa konsistensi adalah hal terpenting dari sekarang hingga akhir tahun. Dan ketika saatnya membawa pulang kemenangan, karena dia tahu dia yang terkuat, dia akan melakukannya. Kami harus belajar dari sikapnya,"" kata dia menambahkan. MotoGP 2026 akan lanjut lagi pada 13 September 2026. Balapan MotoGP San Marino yang akan digelar. Baca juga: Duel 300 Km/Jam Marc Marquez Vs Bezzecchi di Aragon: Motor seperti Nempel Video Pengakuan Marc Marquez Lakukan Blunder Fatal di Aragon Video Pengakuan Marc Marquez Lakukan Blunder Fatal di Aragon (cas/aff) ... Tautan telah disalin motogp 2026 aprilia marc marquez ducati klasemen motogp massimo rivola motogp",sport
86,"Jakarta - Sabar Karyaman Gutama / Moh Reza Pahlevi Isfahani lolos ke babak 16 besar China Masters 2026 . Mereka menyingkirkan wakil Korea, Kang Min Hyuk/Ki Dong Ju, lewat kemenangan straight game. Sabar/Reza menghadapi Kang/Ki di Shenzhen Arena, Guangdong, Rabu (2/9/2026) sore WIB. Mereka butuh waktu 43 menit untuk menyudahi perlawanan Kang/Ki 21-18, 21-16. Pertandingan berjalan ketat sejak awal gim pertama. Sabar/Reza hanya unggul 11-10 atas Kang/Ki saat interval. SCROLL TO CONTINUE WITH CONTENT Baca juga: China Masters 2026: Singkirkan Unggulan 1, Leo/Daniel ke 16 Besar Selepas interval, Kang/Ki berbalik unggul dan Sabar/Reza lebih banyak dalam posisi mengejar. Dalam posisi tertinggal 14-16, Sabar/Reza merebut tiga angka beruntun untuk menyalip. ADVERTISEMENT Meski Kang/Ki bisa menyamakan kedudukan 18-18, Sabar/Reza lebih tenang di poin-poin krusial. Mereka merebut tiga angka beruntun untuk mengamankan gim pertama 21-18. Sabar/Reza tampil lebih dominan pada gim kedua. Unggul 13-6, Sabar/Reza tak membiarkan Kang/Ki mengembangkan permainan. Sabar/Reza terus menjaga keunggulan dan mengunci kemenangan dengan skor 21-16. Pada babak 16 besar, Sabar/Reza akan menghadapi wakil Denmark Daniel Lundgaard/Mads Vestegaard. Baca juga: Ini Dia 20 Pebulutangkis Indonesia di Asian Games 2026 Video: Lihat Lagi Momen Prancis Ukir Sejarah di Kejuaraan Dunia Bulutangkis Video: Lihat Lagi Momen Prancis Ukir Sejarah di Kejuaraan Dunia Bulutangkis (nds/aff) ... Tautan telah disalin china masters 2026 sabar karyaman gutama moh reza pahlevi isfahani sabar karyaman gutama/moh reza pahlevi isfahani bulutangkis",sport
87,"Jakarta - Francesco Bagnaia akui sedang ada di titik terendah dalam kariernya. Banyak jatuh di MotoGP 2026 dan sulit bersaing di papan atas. Teranyar, Francesco Bagnaia jatuh di MotoGP Aragon 2026. Di sesi sprint race, dirinya cuma finis ke-11. Bagnaia sudah jatuh tiga kali dalam empat balapan di sesi utama. Bagnaia sementara duduk di peringkat kedelapan klasemen MotoGP 2026 dengan 143 poin, naik podium empat kali tapi belum menangi balapan utama. SCROLL TO CONTINUE WITH CONTENT Baca juga: Bagnaia Kena Mental? Bos Ducati: Ada Masalah Fokus ""Sulit untuk menerimanya, sekarang salah satu titik terendah dalam karier saya,"" ujar Francesco Bagnaia dilansir dari Sky Italia. ADVERTISEMENT ""Saya bisa melihat dengan jelas dari data maupun apa yang saya rasakan, bahwa saya tidak benar-benar mengendalikan motor,"" sambungnya. ""Saya justru seperti hanya 'dibawa' oleh motor tersebut. Sebab, saat saya mencoba melakukan manuver lebih agresif, saya malah terjatuh. Bahkan saat melaju pelan pun, saya tetap saja terjatuh,"" cetusnya. Baca juga: Marc Marquez Beri Pukulan untuk Rider-rider Aprilia! Francesco Bagnaia masih mau berjuang untuk menutup musim MotoGP 2026 dengan manis. Musim ini adalah musim terakhir dengan Ducati, musim depan pindah ke Aprilia. ""Untungnya datanya tersedia, saya juga memiliki kesadaran akan kemampuan saya sendiri. Saat saya melihat data-data dari rider Ducati lain, itu sebenarnya adalah hal-hal yang bisa saya lakukan dengan mudah beberapa tahun lalu,"" paparnya. ""Jadi jelas, kemampuan saya belum hilang. Saya hanya belum bisa tampil sesuai harapan,"" tutup Pecco. Lihat juga Video: Crash Bagnaia-Ogura Warnai Kemenangan Fernandez di Silverstone [Gambas:Video 20detik] (aff/nds) ... Tautan telah disalin francesco bagnaia motogp 2026",sport
88,"Jakarta - Persatuan Bulutangkis Indonesia (PBSI) baru saja mengumumkan daftar 20 pemain yang dibawa ke Asian Games 2026 . Jonatan Christie salah satunya. Dari daftar 20 nama itu dibagi rata, yakni 10 pebulutangkis putra dan 10 pebulutangkis putri. Keputusan ini diambil setelah melalui evaluasi yang mendalam selama beberapa bulan. Beberapa aspek yang dinilai adalah performa terkini, kondisi fisik, hingga kebutuhan teknis tim, sebelum nama-nama pemain dipilih. SCROLL TO CONTINUE WITH CONTENT ""Penetapan skuad itu dilakukan setelah melalui proses evaluasi secara menyeluruh. Kami melihat performa, kondisi fisik dan teknis masing-masing pemain, serta kebutuhan tim untuk menentukan komposisi yang paling sesuai dengan target di Asian Games,"" ujar Kepala Bidang Pembinaan dan Prestasi PBSI, Eng Hian, dalam keterangan resminya. Meski membawa 20 nama ke Asian Games Aichi-Nagoya 2026, ada beberapa nama yang memang tidak akan tampil di nomor perorangan. Mereka lebih difokuskan untuk menambah kedalaman skuad di nomor beregu. ADVERTISEMENT Di nomor perorangan, Jonatan Christie dan Alwi Farhan akan menjadi tumpuan. Sementara di nomor beregu, Moh Zaki Ubaidillah dan Muhamad Yusuf jad tumpuan. Baca juga: PBSI Tarik Pemain dari China Masters 2026, RI Cuma Kirim 4 Wakil Hal serupa dilakukan untuk tim putri, baik di sektor perorangan maupun beregu. Asian Games 2026 berlangsung 19 September hingga 4 Oktober, di mana cabor bulutangkis dimulai sehari setelah upacara pembukaan. Nomor beregu lebih dulu dipertandingkan mulai 20 hingga 24 September, sebelum nomor perorangan dari 25 hingga 29 September. Cabor bulutangkis digelar di Ichinomiya City Municipal Gymnasium. ""Jadi, fokus utama kami adalah nomor beregu terlebih dahulu. Kami ingin seluruh pemain bisa tampil maksimal dan memberikan kontribusi terbaik untuk tim putra maupun putri,"" sambung Eng Hian. Daftar Pebulutangkis putra Jonatan Christie Alwi Farhan Moh Zaki Ubaidillah Muhamad Yusuf Fajar Alfian Muhammad Shohibul Fikri Leo Rolly Carnando Daniel Marthin Nikolaus Joaquin Amri Syahnawi Daftar Pebulutangkis putri Putri Kusuma Wardani Thalita Ramadhani Wiryawan Ni Kadek Dhinda Amartya Pratiwi Mutiara Ayu Puspitasari Rachel Allessya Rose Febi Setianingrum Febriana Dwipuji Kusuma Meilysa Trias Puspitasari Siti Fadia Silva Ramadhanti Nita Violina Marwah Baca juga: Jonatan Christie Jadi Tunggal Putra Ranking 1 Dunia! Video: Lihat Lagi Momen Prancis Ukir Sejarah di Kejuaraan Dunia Bulutangkis Video: Lihat Lagi Momen Prancis Ukir Sejarah di Kejuaraan Dunia Bulutangkis (mrp/aff) ... Tautan telah disalin jonatan christie bulutangkis bulutangkis asian games 2026 asian games 2026 pbsi",sport
89,"Jakarta - Ketua Umum Komite Olahraga Nasional Indonesia (KONI) Pusat Letjen TNI Purn Marciano Norman menyaksikan pertandingan Pacuan Kuda di Lapangan Haji Muhammad Hasan Gayo Blang Bebangka, Aceh Tengah. Kejuaraan Pacuan Kuda HUT RI ke-81 diselenggarakan oleh Konfederasi Nasional Persatuan Olahraga Berkuda Seluruh Indonesia (KN Pordasi). Kegiatan ini berkolaborasi dengan Pengurus Pusat FN Pordasi Pacu dan juga Pengurus Provinsi FN Pordasi Pacu Aceh. Para atlet bertanding sejak tanggal 24 hingga 30 Agustus 2026. Partisipan kejuaraan dari Kabupaten Aceh Tengah, Kabupaten Bener Meriah dan Kabupaten Gayo Lues. SCROLL TO CONTINUE WITH CONTENT ""Ini merupakan satu prestasi yang bagus setelah Pekan Olahraga Nasional (PON) XXI 2024, ada kejuaraan di sini. Mari kita rawat bersama, kita lahirkan atlet-atlet olahraga berkuda dari Aceh, supaya kelak bisa mewakili Indonesia pada event-event internasional yang lebih besar lagi,"" kata Marciano. Marciano menilai kejuaraan Pacu Kuda kali ini membawa beragam dampak positif, baik pembinaan atlet berkuda Pacu, pemanfaatan fasilitas venue warisan PON, perekonomian masyarakat dan juga hiburan masyarakat atauTrauma Healingatas kondisi bencana yang telah dihadapi. ADVERTISEMENT ""Pertama, ajang ini melanjutkan tradisi Pacu Kuda yang begitu melekat dengan budaya masyarakat Aceh, sekaligus menjadi sarana pembinaan berkesinambungan bagi atlet-atlet berkuda pacu dalam menyongsong Pekan Olahraga Nasional (PON) XXII/2028 di Sumba, Nusa Tenggara Timur,"" ujar Marciano. Baca juga: Pordasi Akan Optimalkan Lapangan H.M. Hasan Gayo untuk Olahraga Berkuda Selain sebagai wadah pembinaan, Marciano juga menyoroti pemanfaatan sarana dan prasarana pasca-PON. Lapangan H.M. Hasan Gayo Belang Bebangka yang sebelumnya digunakan pada PON XXI/2024 Aceh-Sumut, dinilainya sebagai salah satu arena Pacu Kuda terbaik di Indonesia dengan animo masyarakat yang sangat luar biasa. Hal ini membuktikan bahwa venue peninggalan PON memberikan manfaat berkelanjutan bagi daerah. ""Kehadiran saya mewakili keluarga besar KONI Pusat-yang menaungi 38 KONI Provinsi, 514 KONI Kabupaten/Kota, 82 Induk Cabang Olahraga, serta organisasi fungsional-merupakan bukti bahwa kami selalu hadir dan bergandengan tangan untuk bangkit bersama masyarakat Aceh dalam mewujudkan Indonesia yang berdaulat, adil, dan makmur sebagaimana tema HUT ke-81 RI,"" tegasnya. Marciano menyampaikan rasa bangga dan penghormatan setinggi-tingginya kepada pemerintah daerah serta seluruh masyarakat Aceh, khususnya Kabupaten Aceh Tengah. Ia mengajak seluruh pemangku kepentingan untuk terus memajukan olahraga nasional. ""Mari kita bekerja keras untuk olahraga Indonesia, karena bicara olahraga adalah bicara Merah Putih. Jangan pernah lelah berkarya untuk Indonesia,"" tutup Marciano. Video: Ketua-Bendahara KONI Majalengka Jadi Tersangka Dugaan Korupsi Dana Hibah Video: Ketua-Bendahara KONI Majalengka Jadi Tersangka Dugaan Korupsi Dana Hibah (ran/yna) ... Tautan telah disalin koni marciano norman pacu kuda pordasi",sport
90,"Jakarta - Konfederasi Nasional Persatuan Olahraga Berkuda Seluruh Indonesia (KN Pordasi ) mendapat dukungan dari Pemerintah Kabupaten Aceh Tengah. Pordasi diberikan kesempatan memanfaatkan Lapangan Pacu Kuda H.M. Hasan Gayo sebagai salah satu pusat kegiatan olahraga berkuda, khususnya Pacu yang telah membudaya dan juga Berkuda Memanah (IHAAF/Indonesian Horseback Archery Federation) yang potensinya besar. Dukungan tersebut disampaikan Bupati Aceh Tengah Drs. Haili Yoga ketika menjamu Ketua Presidium Konfederasi Nasional Pordasi Triwatty Marciano, Ketum KONI Pusat Letjen TNI Purn Marciano Norman, Ketum KONI Aceh Pon Yaya, Waketum II PP FN Pordasi Pacu Andi Fauzan dan beberapa tokoh olahraga di Aceh. Jamuan makan malam digelar di pendopo Bupati Aceh Tengah pada malam tanggal 29 Agustus 2026. Pada jamuan makan malam tersebut, membahas pengembangan dan pemanfaatan Lapangan Pacuan Kuda H.M. Hasan Gayo. Pengembangan Lapangan Pacu Kuda H.M. Hasan Gayo yang merupakan venue warisan Pekan Olahraga Nasional (PON) XXI/2024 Aceh-Sumut, dapat mendorong pengembangan Sport Industry dan Sports Tourism di daerah tersebut sehingga memberikan dampak positif terhadap perekonomian masyarakat. SCROLL TO CONTINUE WITH CONTENT Baca juga: FN Pordasi Pacu Fokus Benahi Keselamatan Joki ""Dengan adanya pertandingan olahraga berkuda secara rutin di Lapangan Pacuan Kuda H.M. Hasan Gayo, kami berharap tumbuh Sport Industry dan Sports Tourism yang dapat menggerakkan perekonomian serta meningkatkan kesejahteraan masyarakat Kabupaten Aceh Tengah,"" kata Ketua Presidium Konfederasi Nasional Pordasi, Triwatty. ADVERTISEMENT Menurutnya, manfaat tersebut terutama dapat dirasakan oleh para peternak kuda dan pelaku UMKM yang berada di sekitar kawasan kegiatan olahraga. Tentunya potensi besar Lapangan H.M. Hasan Gayo dapat dikembangkan tidak hanya sebagai venue pacuan kuda, tetapi juga sebagai lapangan berkuda memanah berstandar internasional. ""Secara teknis, fasilitas venue H.M. Hasan Gayo yang telah berstandar nasional dapat dikembangkan sebagai lapangan berkuda memanah berstandar internasional. Dengan demikian, penggunaannya akan semakin produktif dan manfaatnya semakin luas,"" kata Triwatty. Pengembangan tersebut diharapkan dapat memperkuat ekosistem olahraga berkuda di Aceh Tengah, baik untuk Pacu Kuda maupun berkuda memanah yang erat kaitannya dengan olahraga Sunnah dalam Islam. Selain menjadi tempat penyelenggaraan pertandingan, keberadaan venue yang aktif juga diharapkan dapat mendukung pembinaan atlet, komunitas olahraga berkuda, peternak kuda, serta berbagai sektor ekonomi masyarakat. Video: Cara Hindari Cuaca Panas ala Kroasia? Ya, Berkuda di Dalam Laut Video: Cara Hindari Cuaca Panas ala Kroasia? Ya, Berkuda di Dalam Laut (ran/yna) ... Tautan telah disalin pordasi berkuda",sport
91,"Badung - Golf memang jadi salah satu olahraga papan atas dunia. Tapi bukan sekadar adu kemampuan, golf bisa merambah ke banyak sektor termasuk bisnis. Bagi sebagian orang golf memang bukan cuma mencari keringat dan prestasi, tapi juga sarana strategis untuk membangun jaringan bisnis, melatih mental, dan menjaga kesehatan. Itulah mengapa banyak turnamen golf digelar di Indonesia tidak cuma untuk atlet, tapi juga para para pemain amatir dan penikmat. Salah satunya yang baru dilakukan oleh Inventra, platform trading forex dan CFD berlisensi Bappebti (Badan Pengawas Perdagangan Berjangka Komoditi). SCROLL TO CONTINUE WITH CONTENT Untuk memperkuat engagement di luar jaringan, Inventra menjadi sponsor Mangkuluhur Cup 2026 , turnamen golf yang diikuti oleh 400 peserta dari berbagai wilayah Indonesia di New Kuta Golf, Bali, 21-22 Agustus lalu. Pesertanya sebagian besar adalah para pebisnis, sehingga menjadikan turnamen ini sekaligus salah satu turnamen golf komunitas dengan jumlah peserta terbesar yang digelar di New Kuta Golf sepanjang 2026. ADVERTISEMENT Golf dipilih bukan tanpa alasan. Sebagai olahraga yang identik dengan kalangan pebisnis dan profesional, golf menjadi titik temu alami antara komunitas olahraga dan komunitas bisnis - ruang yang relevan bagi Invetra untuk memperkenalkan diri kepada calon trader dan mitra baru di luar kanal digitalnya. Selama dua hari turnamen, Invetra hadir bukan sekadar lewat logo di banner. Perusahaan membuka booth interaktif untuk memperkenalkan dan mengedukasi peserta seputar aplikasi trading Invetra, dilengkapi merchandise eksklusif bagi pengunjung booth. Sebagai nilai tambah bagi peserta yang tertarik memulai perjalanan trading-nya, Invetra turut menghadirkan promo pendaftaran senilai 500 dolar AS khusus untuk peserta turnamen - menjadikan partisipasi di Mangkuluhur Cup sebagai pintu masuk langsung bagi calon trader baru untuk mengenal platform Invetra. Baca juga: Kevin Caesario Bawa Indonesia Ukir Sejarah di Golfpreneur Tournament 2026 ""Melalui Tournament Golf Mangkuluhur Cup 2026, kami melihat kesempatan untuk memperkenalkan Invetra kepada lebih banyak kalangan, termasuk para profesional yang hadir dari berbagai latar belakang. Bagi kami, ajang seperti ini menjadi cara yang efektif untuk membangun koneksi secara langsung dengan calon trader dan mitra bisnis, sekaligus melengkapi kehadiran kami di kanal digital,"" ujar Jufri Ramadhan Sinurat selaku Direktur PT Invetra Teknologi Berjangka dalam rilis kepada detikSport. Darma Mangkuluhur Hutomo selaku Komisaris Utama PT Intra GolfLink Resorts turut mengapresiasi keterlibatan Invetra sebagai sponsor utama tahun ini. ""Kehadiran Invetra sebagai sponsor utama memberikan dimensi baru bagi turnamen, khususnya dalam mempertemukan komunitas olahraga dengan komunitas profesional dan bisnis. Partisipasi sekitar 400 peserta pada tahun ini menunjukkan besarnya antusiasme masyarakat, dan kami berharap kolaborasi seperti ini dapat terus memberikan nilai positif bagi perkembangan komunitas dan industri di Indonesia,"" kata Darma. Ke depannya event serupa Mangkuluhur Cup berpotensi digelar lagi karena tidak cuma jadi ajang untuk adu kemahiran bermain golf, tapi juga membangun relasi bisnis. Baca juga: Ketika 140 Pegolf Bertarung Rayakan Hut ke-81 RI Video Umrah Anti-Gempor Pakai Golf Cart di Masjidil Haram Cuma 200 Riyal Video Umrah Anti-Gempor Pakai Golf Cart di Masjidil Haram Cuma 200 Riyal (mrp/ran) ... Tautan telah disalin mangkuluhur cup 2026 inventra golf",sport
92,"Nusa Dua - Babak utama Seri IV M-15 Men's World Tennis Championship 2026 sudah bergulir. Petenis tuan rumah Nathan Barki lolos ke Babak Kedua. Pada laga perdana di Lapangan D, Bali Beach Country Club, Nusa Dua, Selasa (1/9/2026), Nathan secara mengejutkan mengalahkan lawannya yang merupakan unggulan kedelapan asal Spanyol, Pablo Perez Ramos, lewat pertarungan tiga set selama 2 jam 14 menit. Mengawali laga dengan mantap, Nathan menang 6-2 di set pertama. Namun, Ramos yang berperingkat 984 ATP ini berhasil bangkit dari keterpurukannya untuk merebut set kedua dengan kemenangan 6-2. SCROLL TO CONTINUE WITH CONTENT Sempat tertinggal 2-4 di set ketiga, Nathan tidak patah arang dan malah berhasil membalikkan keadaan. Ramos kesulitan untuk menghadapi tekanan Nathan sebelum akhirnya kalah 4-6. ""Pertandingan pertama memang selalu tidak mudah. Meski unggul di set pertama, lawan ternyata mampu merespon dengan baik di set kedua, bahkan saya sempat tertinggal di set ketiga. Tapi, persiapan matang yang saya lakukan sebelum turnamen jadi kunci kemenangan,"" ujar Nathan dalam rilis kepada detikSport. ADVERTISEMENT Baca juga: Men's World Tennis Championship: Gunawan Tembus Babak Utama Seri IV Di sektor ganda putra, Rafalentino Ali Da Costa/Ethan David Zapp menembus perempatfinal usai mengandaskan perlawanan Raghav Jaisinghani/Udit Kamboj dengan rubber set. Takluk 5-7 di set pertama, ganda muda tuan rumah itu berhasil dengan kemenangan 6-3 di set kedua. Laga harus dilanjutkan ke set ketiga yang menggunakan format super tiebreak, Dengan motivasi tinggi dan bermain lepas, Rafalentino/Ethan sukses menutup set ketiga ini dengan skor meyakinkan 10-4. Sayang langkah keduanya gagal diikuti rekannya Anthony Susanto yang berpasangan dengan Ren Nakamura. Mereka kalah rubber set dari Nan Hsun Lin/Kai-i Wang. Keunggulan 7-6 tiebreak 3 di set pertama, gagal dipertahankan oleh Anthony/Ren karena ganda Taiwan itu sukses merebut dua set berikutnya dengan kemenangan 6-4 dan super tiebreak 10-5 dalam durasi 1 jam 37 menit di lapangan F. Baca juga: Seri Keempat M-15 Men's World Tennis Championship Dimulai Video: Daftar Lengkap Nominasi Ballon d'Or 2026 Kategori Kiper Terbaik Video: Daftar Lengkap Nominasi Ballon d'Or 2026 Kategori Kiper Terbaik (mrp/ran) ... Tautan telah disalin nathan barki amman mineral men's world tennis championship 2026 men's world tennis championship 2026",sport
93,"Jakarta - Persaingan perebutan gelar juara dunia MotoGP 2026 berlangsung ketat. Menurut General Manager Ducati Corse Gigi Dall'Igna, gelar juara pada akhirnya akan ditentukan oleh pebalap yang paling mampu menjaga ketenangan dan konsistensi hingga akhir musim. Dall'Igna menganalisis persaingan MotoGP 2026 dalam wawancara dengan Sky Italia . Menurutnya, kondisi mental dan kemampuan menghindari kesalahan akan menjadi faktor penting dalam menentukan juara dunia. ""Menurut saya, Kejuaraan Dunia akan dimenangkan oleh siapa yang lebih tenang antara sekarang hingga akhir musim, karena saya pikir penting untuk mengumpulkan poin dan menghindari kesalahan,"" kata Dall'Igna seperti dilansir Motosan . SCROLL TO CONTINUE WITH CONTENT Baca juga: Klasemen MotoGP 2026: Marc Marquez Pangkas Jarak dari Jorge Martin Persaingan musim ini memang berlangsung sengit di antara para pebalap terdepan dari Ducati dan Aprilia. Dalam kondisi seperti itu, Dall'Igna menilai konsistensi lebih penting daripada sekadar mengoleksi kemenangan sebanyak-banyaknya dalam sembilan seri tersisa. ""Sejarah beberapa tahun terakhir menunjukkan bahwa tidak penting untuk mungkin memenangi 11 balapan, tetapi Anda harus menang sedikit lebih sedikit. Anda harus lebih konsisten dan stabil, dan yang terpenting, mampu membuat lebih sedikit kesalahan,"" ujarnya. Bagi Dall'Igna, pebalap yang mampu menjaga perolehan poin sekaligus meminimalkan kesalahan akan memiliki peluang terbesar menjadi juara. Artinya, hasil finis secara konsisten dapat menjadi lebih berharga daripada terlalu memaksakan diri demi kemenangan. Dengan persaingan yang masih terbuka, setiap kesalahan bisa menjadi pembeda dalam perburuan gelar MotoGP 2026. Karena itu, kemampuan menjaga kepala tetap dingin hingga seri terakhir diyakini Dall'Igna bakal menjadi kunci utama. (krs/cas) ... Tautan telah disalin motogp 2026 gelar juara dunia konsistensi pebalap ketenangan mental gigi dall'igna persaingan balap kesalahan dalam balapan ducati corse strategi balap pebalap tenang.",sport
